Name	Set	ImageFile	Rarity	Type	Color	Cost	Ability	Family	Skill 1	Skill 2	Skill 3	Skill 4	Skill 5	Skill 6	Skill 7	Skill 8	Banned/Restricted
Lizardedge	BS02	Lizardedge2.jpg	Common	Spirit	Red	0		Reptile Beast									
The Acrobat Juggline	BS02	Juggline2.jpg	Uncommon	Spirit	Red	1		Clown	[LV1][LV2][LV3] (Permanent) While you control 2 or less spirits, this spirit is treated as being at LV3.								
Dinohound	BS02	Dinohound2.jpg	Common	Spirit	Red	2		Terra Dragon									
Orcaria	BS02	Orcaria2.jpg	Common	Spirit	Red	3		Lava Fish	[LV2] (When Attacks) This spirit may attack target unexhausted spirit your opponent controls.								
The Charger Dragno	BS02	Chargerdragno2.jpg	Common	Spirit	Red	3		Dragon	[LV1][LV2] (During Opponent's Battle Phase) This spirit cannot block	[LV2] (When Attacks) This spirit gets +2000BP until end of turn.							
Pteratomahawk	BS02	Pteratomahawk2.jpg	Common	Spirit	Red	4		Flying Fang	[LV1][LV2][LV3] (When Attacks) You may destroy target spirit with the same BP as this spirit's BP.								
The RiseDragon Balmung	BS02	Balmung2.jpg	Common	Spirit	Red	4	Awaken	Winged Dragon	[LV1][LV2][LV3] Flash Evolution - You may move any number of cores from spirits you control to this spirit.								
Fisdragoon	BS02	Fisdragoon2.jpg	Common	Spirit	Red	5		Terra Dragon	[LV2][LV3] (When Attacks) This spirit gets +1000BP until end of turn.								
The DragonBuster Archeorni	BS02	Archeorni2.jpg	Common	Spirit	Red	5		Clown									
The LavaDragon Plesios	BS02	Plesios2.jpg	Rare	Spirit	Red	6		Lava Fish	[LV1][LV2][LV3] (When Summoned) If players control nexuses with 3 or more different colors, each player selects 1 of the nexuses they control. Then, destroy all nexuses except the ones that share the same color as the selected nexuses.	[LV3] (When Attacks) If this spirit deals any Damage to your opponent's Life and your opponent controls 2 or more nexuses with different colors, deal 1 additional damage to their life.							
Zwei-Howle	BS02	Zwei-howle2	Common	Spirit	Red	6		Winged Dragon	[LV1][LV2][LV3] Flash Evolution - You may move any number of cores from spirits you control to this spirit.	[LV2][LV3] (When Attacks) You may destroy target spirit with 2000BP or less.							
The Conqueror Cendragos	BS02	Cendragos2.jpg	Master Rare	Spirit	Red	7		Emperor Beast, Ancient Dragon	[LV1][LV2] (When Summoned) Each player selects 1 color among the spirits they control. Then, each player destroys all of their spirits except the ones with the selected color(s).	[LV2] (When Attacks) This spirit gets +4000BP until end of turn.							
Bat-Bat	BS02	Bat-bat2.jpg	Common	Spirit	Purple	1		Ogre Wizard	[LV2] (When Attacks) If this spirit is blocked, you may move 1 core from the blocking spirit to its owner's reserve.								
Phantasma	BS02	Phantasma2.jpg	Common	Spirit	Purple	2		Spiritual Beast									
Humpdump	BS02	Humpdump2.jpg	Common	Spirit	Purple	3	Curse	Darkling	[LV2] Curse (During Your Battle Phase) If this spirit is blocked, destroy the spirit that blocked this spirit at the End of Battle Step.								
Slimy	BS02	Slimy2.jpg	Common	Spirit	Purple	3		Darkling	[LV3] (During Your Battle Phase) Each time this spirit would deal any Damage to your opponent's Life, moving them to void instead of moving them to their reserve.								
Mummella	BS02	Mummella2.jpg	Common	Spirit	Purple	4		Zombie	[LV1][LV2] (When Summoned) Move 1 core from target spirit your opponent controls to its owner's Reserve.								
Top Supra	BS02	Topsupra2.jpg	Common	Spirit	Purple	4		Evil Shadow	[LV2] (When Attacks) This spirit cannot be blocked by LV3 spirits this turn.	[LV3] (When Attacks) This spirit cannot be blocked by LV2 and LV3 spirits this turn.							
Bottom Desuper	BS02	Bottomdesuper2.jpg	Common	Spirit	Purple	4		Evil Shadow	[LV2] (When Attacks) This spirit cannot be blocked by LV1 spirits this turn.	[LV3] (When Attacks) This spirit cannot be blocked by LV1 and LV2 spirits this turn.							
Lady-Frankelly	BS02	Frankelly2.jpg	Uncommon	Spirit	Purple	4	Curse	Clown	[LV2][LV3] Curse (During Your Battle Phase) If this spirit is blocked, destroy the spirit that blocked this spirit at End of Battle Phase. 	[LV3] (When Destroyed) Move this spirit to your hand instead of your trash.							
The SkullKnight Zo-Goin	BS02	Zo-goin2.jpg	Common	Spirit	Purple	5		Evil Shadow	[LV1][LV2][LV3] (When Attacks) Move 1 core from target spirit your opponent controls to its owner's Reserve.	[LV3] (When Attacks) Randomly discard 1 card from your opponent's hand.							
The Marquis Cocytus	BS02	Cocytus2.jpg	Rare	Spirit	Purple	5		Nightling	[LV1][LV2] (Your Refresh Step) When this spirit is refreshed, move 1 core from target spirit or nexus your opponent controls to their owner's Trash.	[LV3] (Your Refresh Step) When this spirit is refreshed, move 2 cores from target spirit or nexus your opponent controls to their owner's Trash.							
The TwinSnake Hydram	BS02	Hydram2.jpg	Common	Spirit	Purple	6		Dark Snake									
The DarkGeneral Bloody-Caesar	BS02	Bloody-caesar2.jpg	Master Rare	Spirit	Purple	7		Orge Wizard	[LV1][LV2] (During Your Battle Phase) If this spirit is blocked, move up to 2 cores from the blocking spirit to its owner's reserve.	[LV2] (When Attacks) Destroy target exhausted spirit.							
Sheeple	BS02	Sheeple2.jpg	Common	Spirit	Green	0		Imp									
MachG	BS02	Machg.jpg	Common	Spirit	Green	1	High Speed (Swift)	Parasite	[LV1][LV2] High Speed (Flash) This spirit card may be summoned from your hand during the Flash Step. In that case, the cost of this spirit and cores to be put on this spirit must be paid or moved from your reserve.								
Caprihorn	BS02	Caprihorn2.jpg	Common	Spirit	Green	1		Imp	[LV2] (When Attacks) This spirit gets +1000 BP for each unexhausted spirit your opponent controls until end of turn.								
Xscissors	BS02	Xscissors2.jpg	Common	Spirit	Green	2		Parasite	[LV1][LV2][LV3] (Your Start Step) The number of cores on target nexus you control is treated as the same as the number of cores on this spirit until end of turn.								
Bathopper	BS02	Bathopper2.jpg	Common	Spirit	Green	3		Parasite	[LV1][LV2] (When Attacks) Gain 1 core on this spirit.								
The Soldier Antman	BS02	Soldierantman2.jpg	Uncommon	Spirit	Green	3	High Speed (Swift)	Shellman	[LV1][LV2] High Speed (Flash) This spirit card may be summoned from your hand during the Flash Step. In that case, the cost of this spirit and cores to be put on this spirit must be paid or moved from your reserve.	"[LV2] (When Destroyed) You may summon any number of ""Parasite"" spirit cards from your hand. In that case, (When Summoned) effects of those spirits are negated when they are summoned."							
Scorpede	BS02	Scorpede.jpg	Common	Spirit	Green	4		Shell Insect	[LV1][LV2][LV3] (When Summoned) You may deploy target white or green nexus card from your Trash without paying its cost.								
Dachono	BS02	Dachono.jpg	Common	Spirit	Green	4		Winged Beast	[LV1][LV2] (When Destroyed) Gain 2 cores in your Reserve.								
The CavalryBeast Sleiphorse	BS02	Cavalry.jpg	Common	Spirit	Green	5		Blade Beast	[LV1][LV2][LV3] (During Your Battle Phase) Each time this spirit gets an addition to its BP due to the effects of a green spell, this spirit gets an addition +2000BP until end of turn.	[LV3] (During Your Battle Phase) Each time another green spirit you control gets an addition to its BP due to the effect of a green spell, it gets an additional +2000BP until end of turn.							
The OldSage Trenton	BS02	Trenton3.jpg	Common	Spirit	Green	6		Plant Spirit	[LV1][LV2] (When Summoned) You may summon a green spirit card from your hand without paying its cost. In that case, (When Summoned) effects of that spirit are negated when it is summoned.	[LV2] (During Your Battle Phase) Each time this spirit deals any damage to your opponent's Life, gain 1 core in your reserve.							
The DarkFeather Yatagross	BS02	Yatagross2.jpg	Rare	Spirit	Green	6		Winged Beast	[LV1][LV2][LV3] (When Destroyed) Gain cores in your Reserve equal to the number of cores that were on this spirit when it was destroyed.								
The Great Kaiseleon	BS02	Kaiseleon2.jpg	Master Rare	Spirit	Green	7		Blade Beast	[LV1] (During Your Battle Phase) This spirit cannot attack.	[LV2] (During Your Battle Phase) Each time this spirit defeats a spirit, deal 1 Damage to your opponent's Life.							
Sphereroid	BS02	Sphererod.jpg	Common	Spirit	White	1		Mahcine	[LV2] (When Blocks) This spirit gains +2000BP until end of turn.								
The Buckler Langlies	BS02	Buclker.jpg	Common	Spirit	White	2		Machine	[LV1][LV2] (During Your Battle Phase) This Spirit cannot attack.	[LV2] (When Destroyed) Move all cores from this spirit to target spirit you control instead of the reserve.							
The Sacred Mjolnir	BS02	Better_Images.jpg	Common	Spirit	White	2		Armed Machine									
Lobsterk	BS02	Lobsterk.jpg	Rare	Spirit	White	3	Immunity (Armor)	Flying Fish, Armed Machine	[LV1][LV2] Immunity: Red - This Spirit is unaffected against the effects of all opposing Spirits, Nexus, and Magic Cards of the Colors stated above.								
Liorider	BS02	Liorider.jpg	Common	Spirit	White	4		Machine Beast	[LV2] (During Opponent's Battle Phase) Each time this spirit defeats a spirit, if this spirit is exhausted, refresh this spirit.								
Skuldia	BS02	Skull.jpg	Common	Spirit	White	4		Deity	[LV1][LV2] (Your Refresh Step) This spirit cannot be refreshed.	[LV2][LV3] (When Exhausted) Select an exhausted spirit your opponent controls. In that case, while this spirit is exhausted, that spirit cannot be refreshed.							
Arma-Dillo	BS02	Arma-dillo2.jpg	Rare	Spirit	White	5		Armored Beast	[LV2] (During Opponent's Battle Phase) All white spirits you control get +1000BP.								
The CannonArtifact Megarock	BS02	Megarock2.jpg	Uncommon	Spirit	White	5	Immunity (Armor)	Andriod	[LV1][LV2] Armor:Red - This Spirit is unaffected against the effects of all opposing Spirits, Nexus, and Magic Cards of the Color stated above.	[LV2] (When Blocks) This spirit gets +2000BP until end of turn.							
The ShieldDragon Fevnir	BS02	Fevnir2.jpg	Master Rare	Spirit	White	6	Immunity (Armor)	Armored Dragon, Machine Beast	[LV1][LV2] Immunity:Purple - This Spirit is unaffected against the effects of all opposing Spirits, Nexus, and Magic Cards of the Color stated above.	[LV2] Immunity:Red/Green - This Spirit is unaffected against the effects of all opposing Spirits, Nexus, and Magic Cards of the Colors stated above.							
Wingull	BS02	Wingull2.jpg	Common	Spirit	White	6		Armed Machine									
The AutoPriest Freyr	BS02	Freyr2.jpg	Uncommon	Spirit	White	7		Ice Princess	[LV1][LV2][LV3] (When Summoned) Gain 1 core on each nexus you control.	[LV2][LV3] (When Blocks) Your opponent cannot use (Flash Step) effects until End of Battle Step.							
The DragonTank Earthguard	BS02	Earthguard2.jpg	Rare	Spirit	White	8		Machine Beast	[LV1][LV2] (When Summoned) You may summon a spirit card with the same characteristic as this spirit from your hand without paying its cost. In that case, (When Summoned) effects of that spirit are negated when it is summoned.	[LV2] (When Attacks) This spirit cannot be blocked except by spirits with a cost of 8 this turn.							
Piyon	BS02	Piyon2.jpg	Common	Spirit	Yellow	0		Song Bird									
Koristal	BS02	Koristal2.jpg	Common	Spirit	Yellow	0		Drifiting Spirit	[LV1][LV2] (When Battles) This spirit is destroyed at End of Battle Step.								
Chunpopo	BS02	Chunpopo2.jpg	Common	Spirit	Yellow	1		Song Bird									
Chagamaru	BS02	Chagamaru2.jpg	Uncommon	Spirit	Yellow	1		Drifiting Spirit	[LV3] (During Opponent's Battle Phase) Each time this spirit would be destroyed due to your opponent's effects you may move all but 1 core from this spirit to your Trash. In that case, this spirit remains on your Field unexhausted instead.								
The Fairy Tanya	BS02	Fairytanya2.jpg	Common	Spirit	Yellow	1		Fairy									
Pom	BS02	Pom2.jpg	Common	Spirit	Yellow	2		Toy Beast	"[LV1][LV2] (Your Attack Step) All ""Clown"" spirits you control get +1000 BP."	"[LV2] When you control three or more Yellow Spirits/Nexuses, every Spirit/Spirit Card on your field/hand gets ""Clown"" family."							
Chauw	BS02	Chauw2.jpg	Common	Spirit	Yellow	2		Drifiting Spirit	[LV1][LV2] (Permanent) Each time 1 or more cores are put on this spirit due to an effect, increase the number by 1.	[LV2] (Permanent) Each time 1 or more cores are moved from a spirit to its owner's Reserve, due to an effect, increase that number by 1.							
Arcanabeast-Ken	BS02	Arcanabeast-ken2.jpg	Common	Spirit	Yellow	2		Magician	"[LV3] (Permanent) All spirits you control that have ""Arcana"" in their name get the following effect text:"	[Any LV] (When Blocks) This spirit gets +2000 BP until end of turn.							
The FairyQueen Ti-Tanya	BS02	Ti-tanya2.jpg	Uncommon	Spirit	Yellow	3		Fairy	[LV2][LV3] (Opponent's Battle Phase) At start of the Phase, you may move 2 cores from your Trash to this spirit.								
Pentan	BS02	Pentan2.jpg	Common	Spirit	Yellow	3		Song Bird, Drifting Spirit	[LV1] (Permanent) While you control a combination of three yellow spirits or yellow nexuses, all spell cards in your hand get 1 additional yellow cost reduction.	[LV2] (Permanent) While you control a combination of three yellow spirits or yellow nexuses, all spell card in your hand get 2 additional yellow cost reduction.							
Rom	BS02	Rom2.jpg	Common	Spirit	Yellow	3		Toy Beast									
The Clown Clan	BS02	Clan2.jpg	Common	Spirit	Yellow	3		Clown	[LV1][LV2] (Your Start Step) If you control a combination of 3 yellow spirits or yellow nexuses, all spirits you control are also treated as spirits with a cost of 2 until end of turn.								
The Angelia Angu	BS02	Angu2.jpg	Common	Spirit	Yellow	3		Divine Spirit	[LV1][LV2][LV3] (When Summoned) Refresh target exhausted yellow spirit you control.								
Porkne	BS02	Porkne2.jpg	Common	Spirit	Yellow	4		Drifiting Spirit	"[LV2][LV3] (Permanent) All ""Drifting Spirits"" you control are unaffected by the effects of spells your opponent controls."								
The HellDog Cerru-Berus	BS02	Cerru-berus2.jpg	Rare	Spirit	Yellow	4		Imaginary Beast	[LV1][LV2] (During the Battle Phase) This spirit cannot attack or block.	[LV2][LV3] (Your Start Step) Move target spirit your opponent controls with a cost of 6 to your field. You gain control of that spirit until end of turn. Cores cannot be moved from that spirit or put on that spirit until end of turn. At end of turn, if you still control that spirit, return it to your opponent's Field exhausted.							
The Melodybird Crewc	BS02	Crewc2.jpg	Common	Spirit	Yellow	4		Song Bird	"[LV1][LV2][LV3] (Your Start Step) You may choose a characteristic. In that case, all ""Song Bird"" spirits you control and all ""Song Bird"" spirit cards in your hand get that characteristic until end of turn."								
The BlossomChild Lip	BS02	Lip2.jpg	Rare	Spirit	Yellow	4		Fairy	[LV2] (During Your Battle Phase) Each time a spirit your opponent controls blocks a yellow spirit you control, if you control a combination of three yellow spirits or yellow nexuses, that blocking spirit is treated as being at LV1 until end of turn.								
Arcanadoll-Pan	BS02	Arcanadoll-pan2.jpg	Common	Spirit	Yellow	4		Magician	[LV1][LV2] (When Summoned) Exhaust target unexhausted spirit your opponent controls.								
The Angelia Virchu	BS02	Virchu2.jpg	Master Rare	Spirit	Yellow	5		Divine Spirit	[LV2][LV3] (Permanent) All spirit cards in your hand get 1 additional yellow cost reduction.								
The WhiteTiger Huck	BS02	Huck2.jpg	Common	Spirit	Yellow	5		Hunter Beast	[LV1][LV2] (When Summoned) You may deploy a white nexus card from your hand without paying its cost.								
The BlackTiger Kuron	BS02	Kuron2.jpg	Common	Spirit	Yellow	5		Hunter Beast	[LV1][LV2] (When Summoned) You may deploy a purple nexus card from your hand without paying its cost.								
Arcanaprince-Obero	BS02	Obero2.jpg	Uncommon	Spirit	Yellow	5		Magician	"[LV1][LV2][LV3] (During Your Battle Phase) This spirit gets +1000BP for each spirit you control that has ""Arcana"" in its name."	"[LV2][LV3] (Permanent) All spirits you control with a cost of 2 are treated as spirits that have ""Arcana"" in their names."							
The PreciousBeast Carbulc	BS02	Carbulc2.jpg	Rare	Spirit	Yellow	6		Imaginary Beast	"[LV1][LV2][LV3] (When Destroyed) Gain 1 core in your Reserve for each ""Imaginary Beast"" spirit you control."	"[LV2][LV3] (When Destroyed) Draw 1 card for each ""Imaginary Beast"" spirit you control."							
Trickster	BS02	Trickster2.jpg	Master Rare	Spirit	Yellow	6		Clown	[LV1][LV2] (When Summoned) Move target spell card from your Trash to your hand.								
The Kaiser Empereur	BS02	Empereur2.jpg	Uncommon	Spirit	Yellow	6		Emperor Beast, Song Bird	[LV3] (The Start Step) You may remove 1 core from your Reserve. In that case, all nexuses your opponent controls are treated as being at LV1 until end of turn.								
The BalloonMan Barball	BS02	Barball2.jpg	Common	Spirit	Yellow	6		Puppet Beast									
The GreatAngelia Principearl	BS02	Principearl2.jpg	Master Rare	Spirit	Yellow	8		Divine Spirit	[LV1][LV2][LV3] (When Summoned) Destroy target spirit you control with a cost of 4 or less. In that case, gain cores in your Reserve equal to the cost of the destroyed spirit.	[LV2][LV3] (During Your Battle Phase) Each time this spirit gets an addition to its BP due to the effect of a spell, this spirit gets an additional +3000 BP until end of turn.							
